SKU;EAN;Nazwa produktu (BL);Kategoria BTP (główna);Kategoria BTP (podkategoria);Proponowana kategoria sklepu;Slug kategorii;BL Category ID;Status
8711252254487;8711252254487;"Inteligentna żarówka Wi-Fi trzonek E27 moc 4,9W kolor białe ciepły";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
8711252008325SET1;5907731988933;"Zestaw klocków konstrukcyjnych dla dzieci";Dziecko;Zabawki;Dla dziecka > Zabawki;zabawki;2804079;OK
8711252008325SET4;5907731988964;"Zestaw klocków konstrukcyjnych dla dzieci";Dziecko;Zabawki;Dla dziecka > Zabawki;zabawki;2804079;OK
8711252138435BLUE;;"Packa na muchy teleskopowa 45-90cm niebieski";;;;;;BRAK W CSV
8711252131054RED;5907731985611;"Sznurek czerwone";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
8711252164564RED;5907731985222;"Osłona przeciwsłoneczna na boczne szyby samochodu 36x44cm 2 szt. czerwone";Motoryzacja;Akcesoria samochodowe;Motoryzacja > Akcesoria i części;akcesoria-i-czesci;2810030;OK
8711252046860YELLOW;5907731984256;"Pistolet na wodę 45cm Żółto niebieski";Dziecko;Plaża woda;Dla dziecka > Zabawki ogrodowe;zabawki-ogrodowe;2805763;OK
8711252151311;;"Ściereczka z mikrofiby do usuwania owadów karoserii 35x35cm";;;;;;BRAK W CSV
8711252185866;8711252185866;"Farby akrylowe w tubkach 12ml 12 kolorów";Dziecko;Pisanie rysowanie malowanie;Dla dziecka > Artykuły plastyczne i kreatywne;artykuly-plastyczne-i-kreatywne;2810096;OK
8711252319438;8711252319438;"Kredki ołówkowe 12szt. z temperówką";Dziecko;Pisanie rysowanie malowanie;Dla dziecka > Artykuły plastyczne i kreatywne;artykuly-plastyczne-i-kreatywne;2810096;OK
8711252058269;8711252058269;"Nakrętki wentyli samochodowych typu Schrader 5 szt. srebrne";Motoryzacja;Akcesoria samochodowe;Motoryzacja > Akcesoria i części;akcesoria-i-czesci;2810030;OK
8711252163024BLUE;;"Opaska Sportowa na ramię niebieski";;;;;;BRAK W CSV
8711252794983;8711252794983;"Pędzel płaski 20mm 3 szt";Dom i ogród;Narzędzia;Narzędzia > Narzędzia ręczne;narzedzia-reczne;2810023;OK
8711252184524ZEBRA;;"Let Play Zwierzątko na kółkach Zebra";;;;;;BRAK W CSV
8711252184524SHEEP;5907731988414;"Zwierzątko na kółkach Owca Let Play";Dziecko;Zabawki;Dla dziecka > Zabawki;zabawki;2804079;OK
6942138915662GREEN;5907731989237;"Dmuchany basen 152x30cm zielone";Dziecko;Plaża woda;Dla dziecka > Zabawki ogrodowe;zabawki-ogrodowe;2805763;OK
8711252173214BLUE;5907731988452;"Pistolet na wodę niebieski";Dziecko;Plaża woda;Dla dziecka > Zabawki ogrodowe;zabawki-ogrodowe;2805763;OK
CSG0077;8435497234454;"Teczka Line Friends";Dziecko;Artykuły szkolne;Dla dziecka > Artykuły szkolne i papiernicze;artykuly-szkolne-i-papiernicze;2804123;OK
MARE0074;8435497232955;"Piórnik Line Friends tuba";Dziecko;Artykuły szkolne;Dla dziecka > Artykuły szkolne i papiernicze;artykuly-szkolne-i-papiernicze;2804123;OK
TS-HUB2K;760557831709;"Transcend I/O HUB - HUB 4x USB 3.0";Elektronika;Komputery;Elektronika i GSM > Etui i pokrowce > Do tabletów i laptopów;do-tabletow-i-laptopow;2805806;OK
INV03DE;;"Inwerter przetwornica napięcia 12V na 230V 500W Green Cell";;;;;;BRAK W CSV
ATNUDETR;;"Etui ultra cienkie Silikonowy brelok do Apple AirTag Puro przezroczyste";;;;;;BRAK W CSV
84119;8412497841196;"Podkładka stołowa Trolls";Dziecko;Pokój wyposażenie;Dom > Wyposażenie i akcesoria;wyposazenie-i-akcesoria;2806817;OK
INV05DE;;"Przetwornica napięcia Inwerter 12V na 230V 300W Green Cell";;;;;;BRAK W CSV
INVGC05;;"Przetwornica napięcia Inwerter 12V na 230V 300W Green Cell";;;;;;BRAK W CSV
CTPA5001;8435497253172;"Notatnik Pluszowy A5 z kolekcji Foodie Pusheen";Dziecko;Artykuły szkolne;Dla dziecka > Artykuły szkolne i papiernicze;artykuly-szkolne-i-papiernicze;2804123;OK
8711252922713BLUE;;"Tablica magnetyczna dla dzieci, znikopis niebieski z rysikiem stempelkami";;;;;;BRAK W CSV
8711252922713PINK;;"Tablica magnetyczna dla dzieci z rysikiem stempelkami różowa";;;;;;BRAK W CSV
8711252078441GREEN;;"Parasol automatyczny 30 cali";;;;;;BRAK W CSV
8711252495125BLUE;;"Koc polarowy 170x130cm, niebieski, miękki wygodny do użytku domowego";;;;;;BRAK W CSV
8711252495125BEIGE;5904501202787;"Koc polarowy 170x130cm beżowy";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
GOM050;8435497253202;"Zestaw gumek do mazania Buty torebki 5 szt";Dziecko;Artykuły szkolne;Dla dziecka > Artykuły szkolne i papiernicze;artykuly-szkolne-i-papiernicze;2804123;OK
8711252031477GRAY;;"Koc 150x200cm szary";;;;;;BRAK W CSV
8711252031477YELLOW;5907731986946;"Koc 150x200cm pomarańczowy";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
8711252138435YELLOW;;"Packa na muchy teleskopowa 45-90cm żółty";;;;;;BRAK W CSV
8711252138435GREEN;;"Packa na muchy teleskopowa 45-90cm zielone";;;;;;BRAK W CSV
8711252131054YELLOW;5907731986052;"Sznurek żółty";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
8711252159454BLUE;;"Torba termiczna na ramię 20L, niebieska idealna piknik plażę";;;;;;BRAK W CSV
8711252113012;8711252113012;"Zestaw do serwowania przekąsek 30cm taca patyczki";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
8715349037069;8715349037069;"Zabawka spinner XL";Dziecko;Zabawki;Dla dziecka > Zabawki;zabawki;2804079;OK
8711252132679PINK;;"Wiaderko do piasku zamek różowe, 15cm Idealne na plażę w ogrodzie";;;;;;BRAK W CSV
GUWBG4GFPI;;"Torba z przegrodą na smartfona Guess różowe";;;;;;BRAK W CSV
8711252003733GREEN;5907731986892;"Ręcznik kąpielowy 90x180 miętowy";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
8711252031477BEIGE;5907731986939;"Koc 150x200cm beżowy";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
8711252031477PINK;;"Koc 150x200cm różowe";;;;;;BRAK W CSV
50146;8412497501465;"Myszka Miki Miseczka białe";Dziecko;Posiłki;Dla dziecka > Przybory i akcesoria;przybory-i-akcesoria;2813436;OK
SDSQUAB-064G-GN6IA;;"Karta microSDXC Ultra 64 GB A1 UHS 140 MB";;;;;;BRAK W CSV
8711252031477ECRU;5904501200363;"Koc 150x200cm ecru";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
8711252031477GRAPHITE;5904501200370;"Koc 150x200cm grafitowy";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
42104;8412497421046;"Myszka Minnie Wielorazowa owijka śniadaniowa";Dziecko;Posiłki;Dla dziecka > Przybory i akcesoria;przybory-i-akcesoria;2813436;OK
44105;8412497441051;"Torba wielorazowa lunchowa Spaderman";Dziecko;Posiłki;Dla dziecka > Przybory i akcesoria;przybory-i-akcesoria;2813436;OK
CD133ZJ01;;"Uchwyt US CD133 samochodowy z ładowaniem bezprzewodowym 10W czarny";;;;;;BRAK W CSV
ZJ52ZJ01;6958444982076;"Uchwyt US ZJ052 Grawitacyjny samochodowy na kratkę nawiewu czarny";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
8711252269634;8711252269634;"Hantel do ćwiczeń 3kg niebieski";Sport i turystyka;Sport;Sport i turystyka > Rowery i akcesoria;rowery-i-akcesoria;2804321;OK
8711252268712;;"Obciążniki na kostki nadgarstki 2x0.5kg niebieski";;;;;;BRAK W CSV
GR08;;"Akumulator AAA 800mAh Ni-MH wytrzymały ekologiczny Green Cell";;;;;;BRAK W CSV
8711252031477BLACK;5904501200356;"Koc 150x200cm czarny";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
8711252087160;8711252087160;"Zestaw baterii cynkowych AA";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
8711252145693;8711252145693;"Zestaw baterii alkalicznych AAA";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
8711252092584;;"Wykałaczki 1000 szt. naturalny bambus";;;;;;BRAK W CSV
8711252176789MAROCCO;5904501200448;"Mata Łazienkowa antypoślizgowa 65x180cm Koniczyna marokańska szary";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
8711252193380BLACK;;"Odbojnik do drzwi wolnostojący ze stali nierdzewnej, czarny, 7,4cm";;;;;;BRAK W CSV
8711252146898;;"Lampa stołowa";;;;;;BRAK W CSV
MGGE021;;"Mata gamingowa XXL wodoodporna, antypoślizgowa, z grafiką";;;;;;BRAK W CSV
8711252150338RED;5907731989008;"Gumy do mocowania bagażu 2x150cm czerwone";Motoryzacja;Akcesoria samochodowe;Motoryzacja > Akcesoria i części;akcesoria-i-czesci;2810030;OK
8711252061689;8711252061689;"Bezpieczniki samochodowe 6 szt";Motoryzacja;Akcesoria samochodowe;Motoryzacja > Akcesoria i części;akcesoria-i-czesci;2810030;OK
8711252071275PINK;5907731989923;"Pokrowiec peleryna na plecak różowe";Sport i turystyka;Turystyka;Sport i turystyka > Sprzęt turystyczny;sprzet-turystyczny;2806620;OK
8711252158334PINK;5907731989831;"Plecak różowe";Sport i turystyka;Turystyka;Sport i turystyka > Sprzęt turystyczny;sprzet-turystyczny;2806620;OK
8711252139388;8711252139388;"Drabinka koordynacyjna";Sport i turystyka;Sport;Sport i turystyka > Rowery i akcesoria;rowery-i-akcesoria;2804321;OK
CP22032;8435497259761;"Kalendarz ścienny 2022 rok 30x30cm";Dziecko;Artykuły szkolne;Dla dziecka > Artykuły szkolne i papiernicze;artykuly-szkolne-i-papiernicze;2804123;OK
PAGE001;8435497253103;"Pusheen Parasol składany z kolekcji Foodie";Dziecko;Pozostałe;Dla dziecka > Gadżety;gadzety-1;2804280;OK
E8711252319339;8711252319339;"Zestaw kredek ołówkowych 12 kolorów";Dziecko;Pisanie rysowanie malowanie;Dla dziecka > Artykuły plastyczne i kreatywne;artykuly-plastyczne-i-kreatywne;2810096;OK
E8711252707952;8711252707952;"Zestaw farb akrylowych w tubkach 75ml 6 kolorów";Dziecko;Pisanie rysowanie malowanie;Dla dziecka > Artykuły plastyczne i kreatywne;artykuly-plastyczne-i-kreatywne;2810096;OK
E8711252986418;8711252986418;"Zestaw długopisów kulkowych 10 szt. niebieski/czarny/czerwone";Firma;Biuro;Dla dziecka > Artykuły szkolne i papiernicze;artykuly-szkolne-i-papiernicze;2804123;OK
E8711252724232;8711252724232;"Zestaw dyspenser biurowy 2x taśma klejąca";Firma;Biuro;Dla dziecka > Artykuły szkolne i papiernicze;artykuly-szkolne-i-papiernicze;2804123;OK
E8711252268538;8711252268538;"Zestaw podwójnych markerów do tablic suchościeralnych 2 szt";Firma;Biuro;Dla dziecka > Artykuły szkolne i papiernicze;artykuly-szkolne-i-papiernicze;2804123;OK
E8711252452548;8711252452548;"Marker do tablic suchościeralnych 3 szt. czarny";Firma;Biuro;Dla dziecka > Artykuły szkolne i papiernicze;artykuly-szkolne-i-papiernicze;2804123;OK
E8711252521039;8711252521039;"Zestaw mazaków";Dziecko;Pisanie rysowanie malowanie;Dla dziecka > Artykuły plastyczne i kreatywne;artykuly-plastyczne-i-kreatywne;2810096;OK
6942138940480PINK;5907731989251;"Materac nadmuchiwany plażowy 183x69cm różowe";Dziecko;Plaża woda;Dla dziecka > Zabawki ogrodowe;zabawki-ogrodowe;2805763;OK
6942138940480GREEN;5907731989268;"Materac nadmuchiwany plażowy 183x69cm zielone";Dziecko;Plaża woda;Dla dziecka > Zabawki ogrodowe;zabawki-ogrodowe;2805763;OK
MARE0072;8435497232931;"Plecak Line Friends szkolny";Dziecko;Artykuły szkolne;Dla dziecka > Artykuły szkolne i papiernicze;artykuly-szkolne-i-papiernicze;2804123;OK
BMCB15SPCTFK;;"Torba na laptopa 16 z nylonu skóry eco, czarna, Bmw m";;;;;;BRAK W CSV
STM-935-326Y-01;742186994000;"MagPod Statyw z funkcją podstawki uchwytu iPhone MagSafe białe";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
STM-936-327Y-02;742186994062;"Uchwyt MagLoop MagSafe na palec z funkcją podstawki otwieracz szary";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
BMBP15PUCARTCBK;;"Plecak Nylon Tricolor na notebooka 16 Bmw czarny";;;;;;BRAK W CSV
8711252008325SET3;;"Zestaw Let Play klocków konstrukcyjnych dla dzieci 3";;;;;;BRAK W CSV
CRG-CH6-BLK;5904310702669;"Uchwyt magnetyczny Carclip Magnetic samochodowy MagSafe Crong czarny";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
8711252138435PINK;;"Packa teleskopowa na muchy 45-90cm, metalowa, różowa, regulowana";;;;;;BRAK W CSV
8711252131054BLUE;5907731985819;"Sznurek niebieski";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
8711252046860YELLOW2;5907731984300;"Pistolet na wodę 45cm Żółto niebieski";Dziecko;Plaża woda;Dla dziecka > Zabawki ogrodowe;zabawki-ogrodowe;2805763;OK
8711252151274;;"Ściereczka mikrofibrowa do felg 35x35cm, skuteczne czyszczenie";;;;;;BRAK W CSV
8711252020846;8711252020846;"Korektor w taśmie 12m, 3 SZT";Firma;Biuro;Dla dziecka > Artykuły szkolne i papiernicze;artykuly-szkolne-i-papiernicze;2804123;OK
8711252081298;8711252081298;"Zestaw akcesoriów biurowych spinacze, pinezki, gumki w praktycznym 315";Firma;Biuro;Dla dziecka > Artykuły szkolne i papiernicze;artykuly-szkolne-i-papiernicze;2804123;OK
8711252108223;8711252108223;"Zestaw kredek, pisaków farb 43 szt";Dziecko;Pisanie rysowanie malowanie;Dla dziecka > Artykuły plastyczne i kreatywne;artykuly-plastyczne-i-kreatywne;2810096;OK
8711252103044BLUE;5904310700894;"Torba Składana na zakupy 21l niebieski";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
8711252542379_1;;"Obcinacz do paznokci";;;;;;BRAK W CSV
8711252031477GREEN;;"Koc polarowy 150x200cm zielone, miękki na chłodne wieczory";;;;;;BRAK W CSV
41105;8412497411054;"Kraina Lodu 2 Wielorazowa owijka śniadaniowa Elements 1";Dziecko;Posiłki;Dla dziecka > Przybory i akcesoria;przybory-i-akcesoria;2813436;OK
STM-117-185P-05;742186993560;"Torba laptopowa Myth 15";Elektronika;Komputery;Elektronika i GSM > Etui i pokrowce > Do tabletów i laptopów;do-tabletow-i-laptopow;2805806;OK
GUWBG4GFBR;3666339005399;"Torba z przegrodą na smartfona Guess brązowy";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
8711252145563;8711252145563;"Figurka Articasa dekoracyjna zając 20x8.5x15cm";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
GUWBG4GFGR;3666339005429;"Torba z przegrodą na smartfona Guess czarny";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
8711252145594RED;5904501200516;"Podkładka stołowa czerwone";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
8711252176789BEIGE;5904501200394;"Mata Łazienkowa antypoślizgowa 65x180cm beżowy";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
MEA-011B;4710227017298;"Figurka kolekcjonerska Kapitan Ameryka Mini Egg Attack Marvel";Dziecko;Kolekcjonerskie;Dla dziecka > Zabawki;zabawki;2804079;OK
8711252720524;8711252720524;"Zestaw obejm zaciskowych 21 części";Dom i ogród;Narzędzia;Narzędzia > Narzędzia ręczne;narzedzia-reczne;2810023;OK
MARE0141;8435497263034;"Kosmetyczka Foodie collection, duża podróżna z uchwytem do powieszenia";Dziecko;Pozostałe;Dla dziecka > Gadżety;gadzety-1;2804280;OK
KLWBSAMSMG;;"Torba na smartfona srebrna, eco skóra, 2 przegrody";;;;;;BRAK W CSV
SSGE001;8435497253110;"Pusheen Foodie collection, dwustronne markery";Dziecko;Pisanie rysowanie malowanie;Dla dziecka > Artykuły plastyczne i kreatywne;artykuly-plastyczne-i-kreatywne;2810096;OK
MARE0095;8435497253134;"Zestaw Uroczy kosmetyczek z jedzeniem w roli głównej Pusheen";Dziecko;Artykuły szkolne;Dla dziecka > Artykuły szkolne i papiernicze;artykuly-szkolne-i-papiernicze;2804123;OK
STM-935-326Y-02;742186994055;"MagPod Statyw z funkcją podstawki uchwytu iPhone MagSafe czarny";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
6942138915679_GREEN;;"Basen gastronomiczny ogrodowy dmuchany 183x33cm, zielone, 3 pierścienie";;;;;;BRAK W CSV
3531490;;"Pendrive USB 3.0 64 GB Ultra Line Szybka transmisja do 70 MB";;;;;;BRAK W CSV
WK-WP-U82;6941027607145;"Uchwyt WP U82 King Kong Mechaniczny samochodowy 4,7” 6,5” czarny";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
8711252103044GREEN;;"Torba Składana na zakupy 21l zielone";;;;;;BRAK W CSV
8711252103044PINK;5904310700887;"Torba Składana na zakupy 21l różowe";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
8711252175515;8711252175515;"Zestaw malarski miska";Dom i ogród;Narzędzia;Narzędzia > Narzędzia ręczne;narzedzia-reczne;2810023;OK
PP4437MVIW;;"Zestaw przypinek Infinity War 6 szt. Marvel";;;;;;BRAK W CSV
SACKMV01;5055453463945;"Plecak Spider Man czarny";Dziecko;Artykuły szkolne;Dla dziecka > Artykuły szkolne i papiernicze;artykuly-szkolne-i-papiernicze;2804123;OK
8711252718354;8711252718354;"Piła ręczna płatnica do drewna 500mm";Dom i ogród;Ogród;Ogród i Gospodarstwo > Ogród i narzędzia ogrodowe;ogrod-i-narzedzia-ogrodowe;2806847;OK
8711252267555_3;;"Zestaw bambusowych przyborów do gotowania 5 szt. ze stojakiem morski";;;;;;BRAK W CSV
U608SEU;;"Ultimate U608S Smartfon 2GB RAM 32GB 6,08 4G LTE Dual Sim EU czarny";;;;;;BRAK W CSV
8711252036588_RED;5904501201056;"Odbojnik, stoper do drzwi czerwone";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
8711252319773;8711252319773;"Kredki świecowe, woskowe 12 kolorów";Dziecko;Pisanie rysowanie malowanie;Dla dziecka > Artykuły plastyczne i kreatywne;artykuly-plastyczne-i-kreatywne;2810096;OK
8711252003726BEIGE;;"Ręcznik kąpielowy mikrofibra 70x140 beżowy, superchłonny szybkoschnący";;;;;;BRAK W CSV
WX600;;"Stacja Wx600 Station Przenośna zasilania 300W 72800mah czarny";;;;;;BRAK W CSV
GUHBHGCFSEK;;"Organizer GCube Travel Universal Bag na akcesoria Guess czarny";;;;;;BRAK W CSV
6942138949650_ORANGE;5904501201438;"Rękawki do pływania dla dzieci 23x15cm Ananas";Sport i turystyka;Turystyka;Sport i turystyka > Sprzęt turystyczny;sprzet-turystyczny;2806620;OK
GUWBHGCFSEW;3666339112752;"Torba z przegrodą na smartfona Guess brązowe";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
6942138966886;6942138966886;"Materac dmuchany do pływania Kaktus 185x155cm";Sport i turystyka;Turystyka;Sport i turystyka > Sprzęt turystyczny;sprzet-turystyczny;2806620;OK
8711252418971;;"Gąbka do mycia samochodu 2w1 z mikrofibry, 26x16cm";;;;;;BRAK W CSV
8711252018539_BROWN;5904501201865;"Pokrowiec Pet treat Składane etui na smakołyki dla zwierząt brązowe";Zwierzęta;;Dom > Zwierzęta;zwierzeta;2806830;OK
8711252855608_BLUE;;"Gumy do mocowania bagażu 150cm 2 szt. niebieski żółty";;;;;;BRAK W CSV
8711252185859;8711252185859;"Farby olejne w tubkach 12ml 12 kolorów";Dziecko;Pisanie rysowanie malowanie;Dla dziecka > Artykuły plastyczne i kreatywne;artykuly-plastyczne-i-kreatywne;2810096;OK
8711252169156_PINK;5904501202053;"Uchwyt plażowy stojak na napoje różowe";Sport i turystyka;Turystyka;Sport i turystyka > Sprzęt turystyczny;sprzet-turystyczny;2806620;OK
8711252456522;8711252456522;"Szpikulce do szaszłyków w całości metalowe 24cm 4szt";Dom i ogród;Ogród;Ogród i Gospodarstwo > Ogród i narzędzia ogrodowe;ogrod-i-narzedzia-ogrodowe;2806847;OK
8711252145747_GRAY;5904501202176;"Pędzelek silikonowy do marynowania potraw 21cm szary";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
CJSGC01;;"Samochód PowerBoost Jump rozrusznik Green Cell";;;;;;BRAK W CSV
GUSTBCKH;3666339048341;"Zawieszka Heishi Beads Guess czarno-białe";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
GUMRSALDGP;;"Stojak MagSafe Rhinestone Magnetyczny uchwyt na palec z funkcją różowe";;;;;;BRAK W CSV
8711252169156_BLUE;5904501202039;"Uchwyt plażowy stojak na napoje niebieski";Sport i turystyka;Turystyka;Sport i turystyka > Sprzęt turystyczny;sprzet-turystyczny;2806620;OK
8711252218618;;"Szczypce kuchenne do grillowania 38cm";;;;;;BRAK W CSV
EV15RFID;;"Ładowarka EV PowerBox 22kW z gniazdem Type 2, czarna Green Cell";;;;;;BRAK W CSV
INV07;;"Inwerter Ups 12V";;;;;;BRAK W CSV
GUSTSAS4P;3666339048396;"Zawieszka Guess";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
GURSHCHMAN;3666339050412;"Stojak Magnetyczny uchwyt na palec Guess zielone";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
GURSHCHMAG;3666339050450;"Stojak Magnetyczny uchwyt na palec Guess białe";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
GUSTSHPP;3666339048297;"Zawieszka Beads Shell 25cm Guess różowe";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
GUSTPEARU;3666339048334;"Zawieszka Beads Heishi 25cm Lilac Guess";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
8711252175201_PINK;5904501201612;"Torba plażowa różowe";Sport i turystyka;Turystyka;Sport i turystyka > Sprzęt turystyczny;sprzet-turystyczny;2806620;OK
8711252104577_YELLOW;5904501201728;"Torba Składana podróżna żółty";Sport i turystyka;Turystyka;Sport i turystyka > Sprzęt turystyczny;sprzet-turystyczny;2806620;OK
8711252018539_BLUE;5904501201858;"Pokrowiec Pet treat Składane etui na smakołyki dla zwierząt niebieski";Zwierzęta;;Dom > Zwierzęta;zwierzeta;2806830;OK
8711252143897;;"Zestaw do tenisa z siatką, rakietkami piłkami mobilny łatwy w montażu";;;;;;BRAK W CSV
