ean;sku;name;wysokosc_opak_mm;glebokosc_opak_mm;szerokosc_opak_mm;waga_g;description
;1929179;LEGO TECHNIC 42199 Monster Jam™ DIGatron™;72;262;141;392;"Cechy Ilość elementów: 218 Instrukcja: Tak Seria: Technic Zalecany wiek: 7 lat+ Waga i rozmiary Szerokość produktu: 110 mm Wysokość produktu: 100 mm Długość produktu: 190 mm Głębokość opakowania: 262 mm Waga wraz z opakowaniem: 392 g Szerokość opakowania: 141 mm Wysokość opakowania: 72 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1938810;LEGO Harry Potter 76466 Kamień Filozoficzny - edycja kolekcjonerska;380;70;260;;"Cechy Ilość elementów: 764 Liczba minifigurek do zabawy: 5 szt. Instrukcja: Tak Zalecany wiek: 10 lat+ Seria: Harry Potter™ Waga i rozmiary Wysokość produktu: 290 mm Szerokość produktu: 220 mm Głębokość produktu: 100 mm Dane opakowania Szerokość opakowania: 260 mm Wysokość opakowania: 380 mm Głębokość opakowania: 70 mm Waga wraz z opakowaniem: 1,01 kg Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1940609;LEGO Ideas 21343 Viking Village;480;112;378;2350;"Cechy Liczba minifigurek do zabawy: 4 szt. Ilość elementów: 2103 Instrukcja: Tak Zalecany wiek: 18 lat+ Seria: Ideas Waga i rozmiary Szerokość produktu: 460 mm Głębokość opakowania: 112 mm Waga produktu: 2,35 kg Wysokość opakowania: 480 mm Wysokość produktu: 240 mm Głębokość produktu: 260 mm Szerokość opakowania: 378 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej."
;1946762;LEGO ICONS 10369 Botanicals - Kwiat śliwy;340;90;170;;"Cechy Instrukcja: Tak Ilość elementów: 327 Zalecany wiek: 18 lat+ Seria: LEGO® Icons Waga i rozmiary Głębokość produktu: 90 mm Wysokość produktu: 340 mm Szerokość produktu: 170 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1970017;LEGO 21363 Icons - Goonies;378;128;550;;"Cechy Seria: LEGO® Icons Liczba minifigurek do zabawy: 12 szt. Instrukcja: Tak Zalecany wiek: 18 lat+ Ilość elementów: 2912 Waga i rozmiary Głębokość produktu: 180 mm Wysokość produktu: 360 mm Szerokość produktu: 620 mm Dane opakowania Waga wraz z opakowaniem: 3,85 kg Głębokość opakowania: 128 mm Szerokość opakowania: 550 mm Wysokość opakowania: 378 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Używać pod nadzorem osoby dorosłej. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1970018;"LEGO 76968 Jurrasic World - Szkielety dinozaurów, Tyranozaur";380;133;555;;"Cechy Zalecany wiek: 18 lat+ Ilość elementów: 3145 Instrukcja: Tak Liczba minifigurek do zabawy: 2 szt. Seria: Jurassic World Waga i rozmiary Wysokość produktu: 330 mm Dane opakowania Głębokość opakowania: 133 mm Wysokość opakowania: 380 mm Waga wraz z opakowaniem: 3,87 kg Szerokość opakowania: 555 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Używać pod nadzorem osoby dorosłej. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1970020;LEGO 10366 Icons - Tropikalne akwarium;478;218;523;;"Cechy Seria: LEGO® Icons Zalecany wiek: 18 lat+ Instrukcja: Tak Ilość elementów: 4154 Waga i rozmiary Szerokość produktu: 520 mm Głębokość produktu: 280 mm Wysokość produktu: 360 mm Dane opakowania Głębokość opakowania: 218 mm Szerokość opakowania: 523 mm Waga wraz z opakowaniem: 6,74 kg Wysokość opakowania: 478 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1977199;Plecak szkolny dziecięcy do przedszkola czerwony 18L Lego Ninjago Optimo Plus  - 20222-2302;;;;;"Torba na plecy do szkoły i treningów dla dzieci czarny czerwonyz Ninjago Plecak szkolny LEGO to doskonałe połączenie funkcjonalności, trwałości i nowoczesnego designu inspirowanego popularną marką LEGO. Wyróżnia się solidnym wykonaniem i przemyślanym układem przestrzeni, który sprosta wymaganiom zarówno młodszych, jak i starszych dzieci. Wykonany z wysokiej jakości materiałów, zapewnia długowieczność i ochronę przechowywanych przedmiotów. Główna komora plecaka jest pojemna i idealna do przechowywania podręczników, zeszytów oraz innych niezbędnych przyborów szkolnych. Dodatkowe kieszenie, zarówno wewnętrzne, jak i zewnętrzne, pozwalają na łatwą organizację mniejszych akcesoriów, takich jak piórnik, telefon czy klucze. Ergonomiczne, regulowane szelki oraz miękko wyściełany tył plecaka zapewniają komfort noszenia, nawet podczas długiego dnia w szkole. Dodatkowo plecak wyposażony w elementy odblaskowe, które zwiększają widoczność i bezpieczeństwo dziecka w drodze do i ze szkoły. Czarny kol"
;1977200;Plecak szkolny dziecięcy do przedszkola czerwony 18L Lego Ninjago Easy red  - 20043-2202;;;;;"Plecak do szkoły tornister torba do treningów dla dzieci czarny czerwony z Ninjago Plecak szkolny LEGO to doskonałe połączenie funkcjonalności, trwałości i nowoczesnego designu inspirowanego popularną marką LEGO. Wyróżnia się solidnym wykonaniem i przemyślanym układem przestrzeni, który sprosta wymaganiom zarówno młodszych, jak i starszych dzieci. Wykonany z wysokiej jakości materiałów, zapewnia długowieczność i ochronę przechowywanych przedmiotów. Główna komora plecaka jest pojemna i idealna do przechowywania podręczników, zeszytów oraz innych niezbędnych przyborów szkolnych. Dodatkowe kieszenie, zarówno wewnętrzne, jak i zewnętrzne, pozwalają na łatwą organizację mniejszych akcesoriów, takich jak piórnik, telefon czy klucze. Ergonomiczne, regulowane szelki oraz miękko wyściełany tył plecaka zapewniają komfort noszenia, nawet podczas długiego dnia w szkole. Dodatkowo plecak wyposażony w elementy odblaskowe, które zwiększają widoczność i bezpieczeństwo dziecka w drodze do i ze szkoły. "
;1977201;Plecak do szkoły LEGO Optimo Plus NINJAGO 20213-2204 plecak tornister;;;;;"Plecak do szkoły tornister torba do treningów dla dzieci czarny czerwony z Optimo Plus NINJAGO Plecak szkolny LEGO to doskonałe połączenie funkcjonalności, trwałości i nowoczesnego designu inspirowanego popularną marką LEGO. Wyróżnia się solidnym wykonaniem i przemyślanym układem przestrzeni, który sprosta wymaganiom zarówno młodszych, jak i starszych dzieci. Wykonany z wysokiej jakości materiałów, zapewnia długowieczność i ochronę przechowywanych przedmiotów. Główna komora plecaka jest pojemna i idealna do przechowywania podręczników, zeszytów oraz innych niezbędnych przyborów szkolnych. Dodatkowe kieszenie, zarówno wewnętrzne, jak i zewnętrzne, pozwalają na łatwą organizację mniejszych akcesoriów, takich jak piórnik, telefon czy klucze. Ergonomiczne, regulowane szelki oraz miękko wyściełany tył plecaka zapewniają komfort noszenia, nawet podczas długiego dnia w szkole. Dodatkowo plecak wyposażony w elementy odblaskowe, które zwiększają widoczność i bezpieczeństwo dziecka w drodze do i"
;1928936;LEGO Creator 31146 Ciężarówka z platformą i helikopterem;188;44;260;373;"Cechy Instrukcja: Tak Ilość elementów: 270 Seria: Creator Zalecany wiek: 7 lat+ Waga i rozmiary Wysokość produktu: 90 mm Głębokość produktu: 260 mm Szerokość produktu: 60 mm Dane opakowania Waga wraz z opakowaniem: 373 g Szerokość opakowania: 260 mm Wysokość opakowania: 188 mm Głębokość opakowania: 44 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej."
;1928962;LEGO Friends 42658 Impreza na basenie z jednorożcem i flamingiem;141;46;191;150;"Cechy Seria: Friends Ilość elementów: 99 Liczba minifigurek do zabawy: 2 szt. Zalecany wiek: 5 lat+ Instrukcja: Tak Waga i rozmiary Wysokość produktu: 50 mm Głębokość produktu: 70 mm Szerokość produktu: 80 mm Dane opakowania Waga wraz z opakowaniem: 150 g Szerokość opakowania: 191 mm Wysokość opakowania: 141 mm Głębokość opakowania: 46 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej."
;1929001;LEGO Minecraft 21278 Kryjówka rozbójników i dewastatorów;282;61;456;;"Cechy Liczba minifigurek do zabawy: 4 szt. Ilość elementów: 665 Zalecany wiek: 9 lat+ Instrukcja: Tak Seria: Minecraft® Waga i rozmiary Wysokość produktu: 240 mm Głębokość produktu: 120 mm Szerokość produktu: 160 mm Dane opakowania Waga wraz z opakowaniem: 1,14 kg Wysokość opakowania: 282 mm Szerokość opakowania: 456 mm Głębokość opakowania: 61 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Używać pod nadzorem osoby dorosłej. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1929011;LEGO NINJAGO 71831 Świątynia Spinjitzu ninja;260;57;280;524;"Cechy Zalecany wiek: 4 lata+ Liczba minifigurek do zabawy: 4 szt. Instrukcja: Tak Ilość elementów: 158 Seria: NINJAGO® Waga i rozmiary Głębokość produktu: 120 mm Wysokość produktu: 170 mm Szerokość produktu: 320 mm Dane opakowania Waga wraz z opakowaniem: 524 g Wysokość opakowania: 260 mm Szerokość opakowania: 280 mm Głębokość opakowania: 57 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1929057;LEGO Technic 42083 Bugatti Chiron;375;150;570;589;"Cechy Seria: Technic Zalecany wiek: 16 lat+ Ilość elementów: 3599 Instrukcja: Tak Waga i rozmiary Szerokość opakowania: 570 mm Wysokość opakowania: 375 mm Głębokość opakowania: 150 mm Waga wraz z opakowaniem: 589 g Wysokość produktu: 140 mm Głębokość produktu: 560 mm Szerokość produktu: 320 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1929077;LEGO Harry Potter 76391 Ikony - Hogwartu Edycja Kolekcjonerska;480;124;582;;"Cechy Ilość elementów: 3010 Seria: Harry Potter™ Zalecany wiek: 18 lat+ Instrukcja: Tak Liczba minifigurek do zabawy: 3 szt. Waga i rozmiary Szerokość produktu: 500 mm Wysokość produktu: 440 mm Szerokość opakowania: 582 mm Wysokość opakowania: 480 mm Waga wraz z opakowaniem: 4,95 kg Głębokość produktu: 330 mm Głębokość opakowania: 124 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1929127;LEGO Speed Champions 77237 Samochód sportowy Dodge;141;91;262;385;"Cechy Instrukcja: Tak Liczba minifigurek do zabawy: 1 szt. Zalecany wiek: 9 lat+ Ilość elementów: 390 Seria: Speed Champions Waga i rozmiary Głębokość produktu: 170 mm Szerokość produktu: 70 mm Wysokość produktu: 40 mm Dane opakowania Głębokość opakowania: 91 mm Waga wraz z opakowaniem: 385 g Szerokość opakowania: 262 mm Wysokość opakowania: 141 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Zachowaj opakowanie, ponieważ zawiera ważne informacje."
;1929131;LEGO NINJAGO 71843 Mech smoczego jeźdźca Rogue'a;262;57;382;606;"Cechy Liczba minifigurek do zabawy: 4 szt. Seria: NINJAGO® Instrukcja: Tak Zalecany wiek: 8 lat+ Ilość elementów: 584 Waga i rozmiary Wysokość produktu: 190 mm Dane opakowania Wysokość opakowania: 262 mm Waga wraz z opakowaniem: 606 g Głębokość opakowania: 57 mm Szerokość opakowania: 382 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej."
;1929132;LEGO 42110 Land Rover Defender;480;91;582;3410;"Cechy Seria: Technic Ilość elementów: 2573 Zalecany wiek: 11 lat+ Instrukcja: Tak Waga i rozmiary Wysokość opakowania: 480 mm Głębokość produktu: 420 mm Waga produktu: 3,41 kg Wysokość produktu: 220 mm Szerokość opakowania: 582 mm Szerokość produktu: 200 mm Głębokość opakowania: 91 mm"
;1929174;LEGO CREATOR 3w1 31160 Statek powietrzny: samolot wyścigowy;141;48;262;318;"Cechy Instrukcja: Tak Ilość elementów: 178 Zalecany wiek: 7 lat+ Seria: Creator Waga i rozmiary Głębokość produktu: 200 mm Wysokość produktu: 70 mm Szerokość produktu: 210 mm Dane opakowania Szerokość opakowania: 262 mm Głębokość opakowania: 48 mm Waga wraz z opakowaniem: 318 g Wysokość opakowania: 141 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1938817;LEGO Harry Potter 76467 Dom Luny Lovegood;380;70;260;;"Cechy Ilość elementów: 764 Instrukcja: Tak Zalecany wiek: 10 lat+ Liczba minifigurek do zabawy: 5 szt. Seria: Harry Potter™ Waga i rozmiary Szerokość produktu: 220 mm Głębokość produktu: 100 mm Wysokość produktu: 290 mm Dane opakowania Wysokość opakowania: 380 mm Waga wraz z opakowaniem: 1,01 kg Głębokość opakowania: 70 mm Szerokość opakowania: 260 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1940610;LEGO Ideas 21327 Maszyna do pisania;110;260;270;;"Cechy Instrukcja: Tak Zalecany wiek: 18 lat+ Seria: Ideas Waga i rozmiary Szerokość produktu: 270 mm Głębokość produktu: 260 mm Wysokość produktu: 110 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;1946761;LEGO Okolicznościowe 40634 Ikony zabawy;200;;360;;Cechy Zalecany wiek: 10 lat+ Liczba minifigurek do zabawy: 15 szt. Instrukcja: Tak Waga i rozmiary Szerokość produktu: 360 mm Wysokość produktu: 200 mm
;2000844;LEGO 71799 Ninjago - Rynek miejski Ninjago;480;220;525;;"Cechy Seria: NINJAGO® Instrukcja: Tak Zalecany wiek: 14 lat+ Liczba minifigurek do zabawy: 21 szt. Ilość elementów: 6163 Waga i rozmiary Głębokość produktu: 250 mm Szerokość produktu: 510 mm Wysokość produktu: 460 mm Dane opakowania Szerokość opakowania: 525 mm Wysokość opakowania: 480 mm Waga wraz z opakowaniem: 7,57 kg Głębokość opakowania: 220 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Używać pod nadzorem osoby dorosłej. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;2007688;LEGO 76215 Marvel Super Heroes - Czarna Pantera;483;260;380;;"Cechy Zalecany wiek: 18 lat+ Ilość elementów: 2961 Seria: Marvel Instrukcja: Tak Waga i rozmiary Wysokość produktu: 460 mm Szerokość produktu: 390 mm Dane opakowania Głębokość opakowania: 260 mm Szerokość opakowania: 380 mm Wysokość opakowania: 483 mm Waga wraz z opakowaniem: 5,55 kg Ostrzeżenie bezpieczeństwa Ostrzeżenia Używać pod nadzorem osoby dorosłej. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;2011939;LEGO Architecture 21060 Zamek Himeji;375;107;476;2470;"Cechy Instrukcja: Tak Seria: Architecture Zalecany wiek: 18 lat+ Ilość elementów: 2125 Waga i rozmiary Waga produktu: 2,47 kg Wysokość produktu: 190 mm Głębokość opakowania: 107 mm Szerokość produktu: 320 mm Szerokość opakowania: 476 mm Głębokość produktu: 270 mm Wysokość opakowania: 375 mm"
;2095432;LEGO Ideas 21361 - Gremliny rozrabiają: Gizmo;379;92;259;;"Cechy Zalecany wiek: 18 lat+ Ilość elementów: 1125 Instrukcja: Tak Seria: Ideas Waga i rozmiary Głębokość produktu: 80 mm Szerokość produktu: 270 mm Wysokość produktu: 200 mm Dane opakowania Głębokość opakowania: 92 mm Waga wraz z opakowaniem: 1,29 kg Wysokość opakowania: 379 mm Szerokość opakowania: 259 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej."
;2095465;LEGO 10356 Icons - Star Trek: U.S.S. Enterprise NCC-1701-D;477;177;522;;"Cechy Zalecany wiek: 18 lat+ Ilość elementów: 3600 Liczba minifigurek do zabawy: 9 szt. Instrukcja: Tak Seria: LEGO® Icons Waga i rozmiary Głębokość produktu: 600 mm Wysokość produktu: 270 mm Szerokość produktu: 480 mm Dane opakowania Szerokość opakowania: 522 mm Wysokość opakowania: 477 mm Waga wraz z opakowaniem: 5,66 kg Głębokość opakowania: 177 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Używać pod nadzorem osoby dorosłej. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;2095868;LEGO Ideas 21366 - Pływające wydry;262;118;382;;"Cechy Instrukcja: Tak Ilość elementów: 1234 Zalecany wiek: 18 lat+ Seria: Ideas Waga i rozmiary Głębokość produktu: 190 mm Szerokość produktu: 300 mm Wysokość produktu: 80 mm Dane opakowania Głębokość opakowania: 118 mm Szerokość opakowania: 382 mm Waga wraz z opakowaniem: 1,57 kg Wysokość opakowania: 262 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;2095870;LEGO Technic 42226 - Samochód wyścigowy BMW M4 GT3 EVO;262;71;382;;"Cechy Instrukcja: Tak Ilość elementów: 747 Zalecany wiek: 11 lat+ Seria: Technic Waga i rozmiary Głębokość produktu: 290 mm Szerokość produktu: 130 mm Wysokość produktu: 80 mm Dane opakowania Szerokość opakowania: 382 mm Wysokość opakowania: 262 mm Waga wraz z opakowaniem: 1,11 kg Głębokość opakowania: 71 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Używać pod nadzorem osoby dorosłej. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Zachowaj opakowanie, ponieważ zawiera ważne informacje."
;1928958;LEGO Friends 42642 Maraton filmowy przyjaciółek;141;46;191;203;"Cechy Liczba minifigurek do zabawy: 2 szt. Seria: Friends Instrukcja: Tak Ilość elementów: 154 Zalecany wiek: 6 lat+ Waga i rozmiary Głębokość produktu: 110 mm Wysokość produktu: 90 mm Szerokość produktu: 90 mm Dane opakowania Szerokość opakowania: 191 mm Waga wraz z opakowaniem: 203 g Wysokość opakowania: 141 mm Głębokość opakowania: 46 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej."
;1928960;LEGO FRIENDS 42653 MUSIC STORE & APLEGO ARTMENT;262;76;282;603;"Cechy Ilość elementów: 483 Instrukcja: Tak Seria: Friends Zalecany wiek: 7 lat+ Liczba minifigurek do zabawy: 3 szt. Waga i rozmiary Szerokość produktu: 180 mm Głębokość produktu: 100 mm Wysokość produktu: 180 mm Dane opakowania Głębokość opakowania: 76 mm Szerokość opakowania: 282 mm Waga wraz z opakowaniem: 603 g Wysokość opakowania: 262 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Używać pod nadzorem osoby dorosłej. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;2095464;LEGO Botanical Collection 11502 - Bukiet słoneczników;382;70;262;720;"Cechy Instrukcja: Tak Zalecany wiek: 18 lat+ Seria: BOTANICALS Ilość elementów: 686 Waga i rozmiary Długość produktu: 360 mm Dane opakowania Waga wraz z opakowaniem: 720 g Szerokość opakowania: 262 mm Wysokość opakowania: 382 mm Głębokość opakowania: 70 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Używać pod nadzorem osoby dorosłej. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami."
;2095869;LEGO Super Heroes DC 76331;191;46;262;364;"Cechy Liczba minifigurek do zabawy: 1 szt. Instrukcja: Tak Seria: Batman Zalecany wiek: 9 lat+ Ilość elementów: 220 Waga i rozmiary Szerokość produktu: 100 mm Głębokość produktu: 180 mm Wysokość produktu: 50 mm Dane opakowania Szerokość opakowania: 262 mm Głębokość opakowania: 46 mm Waga wraz z opakowaniem: 364 g Wysokość opakowania: 191 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej. Zachowaj opakowanie, ponieważ zawiera ważne informacje."
;2095872;LEGO Icons 11376 - Ford Model T;262;94;382;;"Cechy Ilość elementów: 1060 Zalecany wiek: 18 lat+ Seria: LEGO® Icons Instrukcja: Tak Waga i rozmiary Wysokość produktu: 200 mm Głębokość produktu: 290 mm Szerokość produktu: 130 mm Dane opakowania Waga wraz z opakowaniem: 1,45 kg Wysokość opakowania: 262 mm Głębokość opakowania: 94 mm Szerokość opakowania: 382 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej."
;2095873;LEGO Super Heroes DC 76332;191;72;262;437;"Cechy Zalecany wiek: 9 lat+ Liczba minifigurek do zabawy: 1 szt. Ilość elementów: 330 Instrukcja: Tak Seria: Batman Waga i rozmiary Głębokość produktu: 180 mm Wysokość produktu: 50 mm Szerokość produktu: 80 mm Dane opakowania Szerokość opakowania: 262 mm Waga wraz z opakowaniem: 437 g Wysokość opakowania: 191 mm Głębokość opakowania: 72 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej."
;2095875;LEGO Speed Champions 77259;141;48;262;291;"Cechy Instrukcja: Tak Seria: Speed Champions Liczba minifigurek do zabawy: 1 szt. Zalecany wiek: 10 lat+ Ilość elementów: 216 Waga i rozmiary Szerokość produktu: 70 mm Wysokość produktu: 40 mm Głębokość produktu: 190 mm Dane opakowania Głębokość opakowania: 48 mm Waga wraz z opakowaniem: 291 g Szerokość opakowania: 262 mm Wysokość opakowania: 141 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej."
;2095877;LEGO Editions 43019 - Piłka nożna;354;94;378;;"Cechy Instrukcja: Tak Ilość elementów: 1498 Zalecany wiek: 10 lat+ Seria: Editions Waga i rozmiary Wysokość produktu: 220 mm Głębokość produktu: 210 mm Szerokość produktu: 210 mm Dane opakowania Waga wraz z opakowaniem: 1,84 kg Wysokość opakowania: 354 mm Głębokość opakowania: 94 mm Szerokość opakowania: 378 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej."
;2095878;LEGO Super Heroes DC 76330;262;56;382;932;"Cechy Seria: Batman Instrukcja: Tak Zalecany wiek: 12 lat+ Liczba minifigurek do zabawy: 2 szt. Ilość elementów: 678 Waga i rozmiary Głębokość produktu: 90 mm Szerokość produktu: 360 mm Wysokość produktu: 230 mm Dane opakowania Głębokość opakowania: 56 mm Waga wraz z opakowaniem: 932 g Wysokość opakowania: 262 mm Szerokość opakowania: 382 mm Ostrzeżenie bezpieczeństwa Ostrzeżenia Zachowaj opakowanie, ponieważ zawiera ważne informacje. Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Używać pod nadzorem osoby dorosłej."
;2095879;LEGO DUPLO Disney 10463;191;118;262;463;"Cechy Instrukcja: Tak Seria: DUPLO® Ilość elementów: 25 Zalecany wiek: 2 lata+ Waga i rozmiary Wysokość produktu: 110 mm Dane opakowania Głębokość opakowania: 118 mm Wysokość opakowania: 191 mm Szerokość opakowania: 262 mm Waga wraz z opakowaniem: 463 g Ostrzeżenie bezpieczeństwa Ostrzeżenia Nieodpowiednie dla dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia małymi elementami. Zachowaj opakowanie, ponieważ zawiera ważne informacje. Używać pod nadzorem osoby dorosłej."
